Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord,Release Year,year
1498,94,1,2020-01-17--2020-01-24,Farewell,8277608,Eminem,46814751.0,74gykWHknHDrg4eMdcmdRq, hip hop,2020-01-17,2020-01-17--2020-01-24,61.0,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733.0,0.467,E,2020.0,1970.0
1498,94,1,2020-01-17--2020-01-24,Farewell,8277608,Eminem,46814751.0,74gykWHknHDrg4eMdcmdRq, rap,2020-01-17,2020-01-17--2020-01-24,61.0,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733.0,0.467,E,2020.0,1970.0
1499,98,1,2020-01-17--2020-01-24,Everybody,8172098,Mac Miller,6189454.0,1OuN92HcVG6NVpWbeESNB3,hip hop,2020-01-17,2020-01-17--2020-01-24,62.0,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507.0,0.11199999999999999,A,2020.0,1970.0
1499,98,1,2020-01-17--2020-01-24,Everybody,8172098,Mac Miller,6189454.0,1OuN92HcVG6NVpWbeESNB3, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507.0,0.11199999999999999,A,2020.0,1970.0
1499,98,1,2020-01-17--2020-01-24,Everybody,8172098,Mac Miller,6189454.0,1OuN92HcVG6NVpWbeESNB3, rap,2020-01-17,2020-01-17--2020-01-24,62.0,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507.0,0.11199999999999999,A,2020.0,1970.0
1500,100,1,2020-01-17--2020-01-24,Alfred - Interlude,8030151,Eminem,46814751.0,4EmunTy7kNBYQivOa8F6b8,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,57.0,0.429,0.231,-20.43,0.402,0.878,0.27899999999999997,74.545,30133.0,0.914,F,2020.0,1970.0
1500,100,1,2020-01-17--2020-01-24,Alfred - Interlude,8030151,Eminem,46814751.0,4EmunTy7kNBYQivOa8F6b8, hip hop,2020-01-17,2020-01-17--2020-01-24,57.0,0.429,0.231,-20.43,0.402,0.878,0.27899999999999997,74.545,30133.0,0.914,F,2020.0,1970.0
1500,100,1,2020-01-17--2020-01-24,Alfred - Interlude,8030151,Eminem,46814751.0,4EmunTy7kNBYQivOa8F6b8, rap,2020-01-17,2020-01-17--2020-01-24,57.0,0.429,0.231,-20.43,0.402,0.878,0.27899999999999997,74.545,30133.0,0.914,F,2020.0,1970.0
1501,102,1,2020-01-17--2020-01-24,Little Engine,7913461,Eminem,46814751.0,4qNWEOMyexn7b8Icyk29t9,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.769,0.8109999999999999,-4.162,0.228,0.0234,0.0451,155.08100000000002,177293.0,0.76,A#/Bb,2020.0,1970.0
1501,102,1,2020-01-17--2020-01-24,Little Engine,7913461,Eminem,46814751.0,4qNWEOMyexn7b8Icyk29t9, hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.769,0.8109999999999999,-4.162,0.228,0.0234,0.0451,155.08100000000002,177293.0,0.76,A#/Bb,2020.0,1970.0
1501,102,1,2020-01-17--2020-01-24,Little Engine,7913461,Eminem,46814751.0,4qNWEOMyexn7b8Icyk29t9, rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.769,0.8109999999999999,-4.162,0.228,0.0234,0.0451,155.08100000000002,177293.0,0.76,A#/Bb,2020.0,1970.0
1502,113,1,2020-01-17--2020-01-24,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7115414,Eminem,46814751.0,3CJbxqRQ0JNCqboWDNUUeX,detroit hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.635,0.5429999999999999,-5.941,0.067,0.0454,0.272,98.743,303000.0,0.036000000000000004,G#/Ab,2020.0,1970.0
1502,113,1,2020-01-17--2020-01-24,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7115414,Eminem,46814751.0,3CJbxqRQ0JNCqboWDNUUeX, hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.635,0.5429999999999999,-5.941,0.067,0.0454,0.272,98.743,303000.0,0.036000000000000004,G#/Ab,2020.0,1970.0
1502,113,1,2020-01-17--2020-01-24,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7115414,Eminem,46814751.0,3CJbxqRQ0JNCqboWDNUUeX, rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.635,0.5429999999999999,-5.941,0.067,0.0454,0.272,98.743,303000.0,0.036000000000000004,G#/Ab,2020.0,1970.0
1503,115,1,2020-01-17--2020-01-24,Still Learning,7050815,Halsey,15663384.0,2Mfv5HaqnI18Q9JRv9hqnn,dance pop,2020-01-17,2020-01-17--2020-01-24,59.0,0.708,0.6609999999999999,-6.542999999999999,0.0546,0.0396,0.113,102.046,211784.0,0.317,C,2020.0,1970.0
1503,115,1,2020-01-17--2020-01-24,Still Learning,7050815,Halsey,15663384.0,2Mfv5HaqnI18Q9JRv9hqnn, electropop,2020-01-17,2020-01-17--2020-01-24,59.0,0.708,0.6609999999999999,-6.542999999999999,0.0546,0.0396,0.113,102.046,211784.0,0.317,C,2020.0,1970.0
1503,115,1,2020-01-17--2020-01-24,Still Learning,7050815,Halsey,15663384.0,2Mfv5HaqnI18Q9JRv9hqnn, etherpop,2020-01-17,2020-01-17--2020-01-24,59.0,0.708,0.6609999999999999,-6.542999999999999,0.0546,0.0396,0.113,102.046,211784.0,0.317,C,2020.0,1970.0
1503,115,1,2020-01-17--2020-01-24,Still Learning,7050815,Halsey,15663384.0,2Mfv5HaqnI18Q9JRv9hqnn, indie poptimism,2020-01-17,2020-01-17--2020-01-24,59.0,0.708,0.6609999999999999,-6.542999999999999,0.0546,0.0396,0.113,102.046,211784.0,0.317,C,2020.0,1970.0
1503,115,1,2020-01-17--2020-01-24,Still Learning,7050815,Halsey,15663384.0,2Mfv5HaqnI18Q9JRv9hqnn, pop,2020-01-17,2020-01-17--2020-01-24,59.0,0.708,0.6609999999999999,-6.542999999999999,0.0546,0.0396,0.113,102.046,211784.0,0.317,C,2020.0,1970.0
1503,115,1,2020-01-17--2020-01-24,Still Learning,7050815,Halsey,15663384.0,2Mfv5HaqnI18Q9JRv9hqnn, post-teen pop,2020-01-17,2020-01-17--2020-01-24,59.0,0.708,0.6609999999999999,-6.542999999999999,0.0546,0.0396,0.113,102.046,211784.0,0.317,C,2020.0,1970.0
1504,118,1,2020-01-17--2020-01-24,Surf,6960699,Mac Miller,6189454.0,1kwnxJNVl7cwcU98RvMBaR,hip hop,2020-01-17,2020-01-17--2020-01-24,67.0,0.828,0.182,-13.065999999999999,0.166,0.754,0.15,147.279,330507.0,0.231,C#/Db,2020.0,1970.0
1504,118,1,2020-01-17--2020-01-24,Surf,6960699,Mac Miller,6189454.0,1kwnxJNVl7cwcU98RvMBaR, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,67.0,0.828,0.182,-13.065999999999999,0.166,0.754,0.15,147.279,330507.0,0.231,C#/Db,2020.0,1970.0
1504,118,1,2020-01-17--2020-01-24,Surf,6960699,Mac Miller,6189454.0,1kwnxJNVl7cwcU98RvMBaR, rap,2020-01-17,2020-01-17--2020-01-24,67.0,0.828,0.182,-13.065999999999999,0.166,0.754,0.15,147.279,330507.0,0.231,C#/Db,2020.0,1970.0
1505,139,1,2020-01-17--2020-01-24,That's On Me,6462701,Mac Miller,6189454.0,0udOCZp7yk0Ml92C0k8H8D,hip hop,2020-01-17,2020-01-17--2020-01-24,60.0,0.583,0.499,-10.086,0.0261,0.591,0.33,155.19899999999998,217868.0,0.342,A#/Bb,2020.0,1970.0
1505,139,1,2020-01-17--2020-01-24,That's On Me,6462701,Mac Miller,6189454.0,0udOCZp7yk0Ml92C0k8H8D, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.583,0.499,-10.086,0.0261,0.591,0.33,155.19899999999998,217868.0,0.342,A#/Bb,2020.0,1970.0
1505,139,1,2020-01-17--2020-01-24,That's On Me,6462701,Mac Miller,6189454.0,0udOCZp7yk0Ml92C0k8H8D, rap,2020-01-17,2020-01-17--2020-01-24,60.0,0.583,0.499,-10.086,0.0261,0.591,0.33,155.19899999999998,217868.0,0.342,A#/Bb,2020.0,1970.0
1506,148,1,2020-01-17--2020-01-24,Once A Day,6159873,Mac Miller,6189454.0,26G5nmIx7Yvq79bIIluyZV,hip hop,2020-01-17,2020-01-17--2020-01-24,61.0,0.762,0.054000000000000006,-16.735,0.0503,0.9470000000000001,0.124,96.838,160267.0,0.33899999999999997,D,2020.0,1970.0
1506,148,1,2020-01-17--2020-01-24,Once A Day,6159873,Mac Miller,6189454.0,26G5nmIx7Yvq79bIIluyZV, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,61.0,0.762,0.054000000000000006,-16.735,0.0503,0.9470000000000001,0.124,96.838,160267.0,0.33899999999999997,D,2020.0,1970.0
1506,148,1,2020-01-17--2020-01-24,Once A Day,6159873,Mac Miller,6189454.0,26G5nmIx7Yvq79bIIluyZV, rap,2020-01-17,2020-01-17--2020-01-24,61.0,0.762,0.054000000000000006,-16.735,0.0503,0.9470000000000001,0.124,96.838,160267.0,0.33899999999999997,D,2020.0,1970.0
1507,155,1,2020-01-17--2020-01-24,Big Drip,6010373,"Ufo361, Future",1700759.0,7HZoWhGQaKg97OsqG7HLOS,german cloud rap,2020-04-24,2020-01-17--2020-01-24,48.0,0.7909999999999999,0.535,-6.752999999999999,0.311,0.0448,0.129,158.922,173785.0,0.44299999999999995,C,2020.0,1970.0
1507,155,1,2020-01-17--2020-01-24,Big Drip,6010373,"Ufo361, Future",1700759.0,7HZoWhGQaKg97OsqG7HLOS, german hip hop,2020-04-24,2020-01-17--2020-01-24,48.0,0.7909999999999999,0.535,-6.752999999999999,0.311,0.0448,0.129,158.922,173785.0,0.44299999999999995,C,2020.0,1970.0
1508,157,1,2020-01-17--2020-01-24,Hands,5934464,Mac Miller,6189454.0,6CrnvqCxBKVWahSiQwOesM,hip hop,2020-01-17,2020-01-17--2020-01-24,58.0,0.7390000000000001,0.627,-8.607999999999999,0.171,0.0459,0.159,74.962,199981.0,0.542,C,2020.0,1970.0
1508,157,1,2020-01-17--2020-01-24,Hands,5934464,Mac Miller,6189454.0,6CrnvqCxBKVWahSiQwOesM, pittsburgh rap,2020-01-17,2020-01-17--2020-01-24,58.0,0.7390000000000001,0.627,-8.607999999999999,0.171,0.0459,0.159,74.962,199981.0,0.542,C,2020.0,1970.0
1508,157,1,2020-01-17--2020-01-24,Hands,5934464,Mac Miller,6189454.0,6CrnvqCxBKVWahSiQwOesM, rap,2020-01-17,2020-01-17--2020-01-24,58.0,0.7390000000000001,0.627,-8.607999999999999,0.171,0.0459,0.159,74.962,199981.0,0.542,C,2020.0,1970.0
1509,167,1,2020-01-17--2020-01-24,Dans l'espace (feat. Heuss l'Enfoiré),5678754,Gambi,951798.0,2KAkkba3PaYFegfmYpUITv,francoton,2020-01-17,2020-01-17--2020-01-24,59.0,0.9159999999999999,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702.0,0.7,C#/Db,2020.0,1970.0
1509,167,1,2020-01-17--2020-01-24,Dans l'espace (feat. Heuss l'Enfoiré),5678754,Gambi,951798.0,2KAkkba3PaYFegfmYpUITv, french hip hop,2020-01-17,2020-01-17--2020-01-24,59.0,0.9159999999999999,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702.0,0.7,C#/Db,2020.0,1970.0
1509,167,1,2020-01-17--2020-01-24,Dans l'espace (feat. Heuss l'Enfoiré),5678754,Gambi,951798.0,2KAkkba3PaYFegfmYpUITv, pop urbaine,2020-01-17,2020-01-17--2020-01-24,59.0,0.9159999999999999,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702.0,0.7,C#/Db,2020.0,1970.0
1509,167,1,2020-01-17--2020-01-24,Dans l'espace (feat. Heuss l'Enfoiré),5678754,Gambi,951798.0,2KAkkba3PaYFegfmYpUITv, rap francais,2020-01-17,2020-01-17--2020-01-24,59.0,0.9159999999999999,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702.0,0.7,C#/Db,2020.0,1970.0
1510,168,1,2020-01-17--2020-01-24,Blanche,5656775,"Maes, Booba",1603670.0,5GyyPRvEwdI4wJSUbzxHQv,francoton,2020-01-16,2020-01-17--2020-01-24,65.0,0.7759999999999999,0.713,-6.121,0.14300000000000002,0.525,0.306,127.98700000000001,193453.0,0.551,E,2020.0,1970.0
1510,168,1,2020-01-17--2020-01-24,Blanche,5656775,"Maes, Booba",1603670.0,5GyyPRvEwdI4wJSUbzxHQv, french hip hop,2020-01-16,2020-01-17--2020-01-24,65.0,0.7759999999999999,0.713,-6.121,0.14300000000000002,0.525,0.306,127.98700000000001,193453.0,0.551,E,2020.0,1970.0
1510,168,1,2020-01-17--2020-01-24,Blanche,5656775,"Maes, Booba",1603670.0,5GyyPRvEwdI4wJSUbzxHQv, pop urbaine,2020-01-16,2020-01-17--2020-01-24,65.0,0.7759999999999999,0.713,-6.121,0.14300000000000002,0.525,0.306,127.98700000000001,193453.0,0.551,E,2020.0,1970.0
1510,168,1,2020-01-17--2020-01-24,Blanche,5656775,"Maes, Booba",1603670.0,5GyyPRvEwdI4wJSUbzxHQv, rap francais,2020-01-16,2020-01-17--2020-01-24,65.0,0.7759999999999999,0.713,-6.121,0.14300000000000002,0.525,0.306,127.98700000000001,193453.0,0.551,E,2020.0,1970.0
1511,87,1,2020-01-10--2020-01-17,Vulnerable,7531094,Selena Gomez,28931149.0,11OwAR3GlBj9E35Cznf7Lj,dance pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.695,0.573,-8.882,0.16699999999999998,0.132,0.156,100.031,192172.0,0.38,A#/Bb,2020.0,1970.0
1511,87,1,2020-01-10--2020-01-17,Vulnerable,7531094,Selena Gomez,28931149.0,11OwAR3GlBj9E35Cznf7Lj, pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.695,0.573,-8.882,0.16699999999999998,0.132,0.156,100.031,192172.0,0.38,A#/Bb,2020.0,1970.0
1511,87,1,2020-01-10--2020-01-17,Vulnerable,7531094,Selena Gomez,28931149.0,11OwAR3GlBj9E35Cznf7Lj, post-teen pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.695,0.573,-8.882,0.16699999999999998,0.132,0.156,100.031,192172.0,0.38,A#/Bb,2020.0,1970.0
1512,90,1,2020-01-10--2020-01-17,Dance Again,7394604,Selena Gomez,28931149.0,5sK3o66yupTNIK6gWgzGjf,dance pop,2020-01-10,2020-01-10--2020-01-17,56.0,0.784,0.552,-7.261,0.0871,0.0447,0.192,111.984,170498.0,0.465,C#/Db,2020.0,1970.0
1512,90,1,2020-01-10--2020-01-17,Dance Again,7394604,Selena Gomez,28931149.0,5sK3o66yupTNIK6gWgzGjf, pop,2020-01-10,2020-01-10--2020-01-17,56.0,0.784,0.552,-7.261,0.0871,0.0447,0.192,111.984,170498.0,0.465,C#/Db,2020.0,1970.0
1512,90,1,2020-01-10--2020-01-17,Dance Again,7394604,Selena Gomez,28931149.0,5sK3o66yupTNIK6gWgzGjf, post-teen pop,2020-01-10,2020-01-10--2020-01-17,56.0,0.784,0.552,-7.261,0.0871,0.0447,0.192,111.984,170498.0,0.465,C#/Db,2020.0,1970.0
1513,107,1,2020-01-10--2020-01-17,Ring,6693229,Selena Gomez,28931149.0,11Ey4yJVeWEsA73KjACkVY,dance pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.95299999999999,148776.0,0.871,D#/Eb,2020.0,1970.0
1513,107,1,2020-01-10--2020-01-17,Ring,6693229,Selena Gomez,28931149.0,11Ey4yJVeWEsA73KjACkVY, pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.95299999999999,148776.0,0.871,D#/Eb,2020.0,1970.0
1513,107,1,2020-01-10--2020-01-17,Ring,6693229,Selena Gomez,28931149.0,11Ey4yJVeWEsA73KjACkVY, post-teen pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.95299999999999,148776.0,0.871,D#/Eb,2020.0,1970.0
1514,111,1,2020-01-10--2020-01-17,Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149.0,2C0hTkdEoikhKzDCJl32QZ,dance pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.7240000000000001,0.415,-8.408,0.0518,0.764,0.10300000000000001,89.999,186459.0,0.32799999999999996,G,2020.0,1970.0
1514,111,1,2020-01-10--2020-01-17,Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149.0,2C0hTkdEoikhKzDCJl32QZ, pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.7240000000000001,0.415,-8.408,0.0518,0.764,0.10300000000000001,89.999,186459.0,0.32799999999999996,G,2020.0,1970.0
1514,111,1,2020-01-10--2020-01-17,Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149.0,2C0hTkdEoikhKzDCJl32QZ, post-teen pop,2020-01-10,2020-01-10--2020-01-17,55.0,0.7240000000000001,0.415,-8.408,0.0518,0.764,0.10300000000000001,89.999,186459.0,0.32799999999999996,G,2020.0,1970.0
1515,119,1,2020-01-10--2020-01-17,People You Know,6255954,Selena Gomez,28931149.0,63mdJr3NMY3wReOkNE6c6W,dance pop,2020-01-10,2020-01-10--2020-01-17,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab,2020.0,1970.0
1515,119,1,2020-01-10--2020-01-17,People You Know,6255954,Selena Gomez,28931149.0,63mdJr3NMY3wReOkNE6c6W, pop,2020-01-10,2020-01-10--2020-01-17,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab,2020.0,1970.0
1515,119,1,2020-01-10--2020-01-17,People You Know,6255954,Selena Gomez,28931149.0,63mdJr3NMY3wReOkNE6c6W, post-teen pop,2020-01-10,2020-01-10--2020-01-17,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab,2020.0,1970.0
1516,83,3,2020-01-03--2020-01-10,Up All Night,5834918,Khalid,14190858.0,1mpD5Q8IM32I4bF6eCpU74,pop,2019-11-14,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",69.0,0.665,0.7120000000000001,-7.5360000000000005,0.0527,0.00103,0.102,93.992,157220.0,0.669,C#/Db,2019.0,1970.0
1517,111,3,2020-01-03--2020-01-10,Nice To Meet Ya,5730427,Niall Horan,7564659.0,3cphb8kdsjElYR7r5icK3H,dance pop,2019-10-04,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",68.0,0.591,0.841,-4.351,0.0304,0.0119,0.395,109.03399999999999,158805.0,0.392,E,2019.0,1970.0
1517,111,3,2020-01-03--2020-01-10,Nice To Meet Ya,5730427,Niall Horan,7564659.0,3cphb8kdsjElYR7r5icK3H, pop,2019-10-04,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",68.0,0.591,0.841,-4.351,0.0304,0.0119,0.395,109.03399999999999,158805.0,0.392,E,2019.0,1970.0
1517,111,3,2020-01-03--2020-01-10,Nice To Meet Ya,5730427,Niall Horan,7564659.0,3cphb8kdsjElYR7r5icK3H, post-teen pop,2019-10-04,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",68.0,0.591,0.841,-4.351,0.0304,0.0119,0.395,109.03399999999999,158805.0,0.392,E,2019.0,1970.0
1518,102,3,2020-01-03--2020-01-10,Into the Unknown,5705999,"Idina Menzel, AURORA",1251372.0,3Z0oQ8r78OUaHvGPiDBR3W,,2019-11-15,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",74.0,0.32299999999999995,0.405,-8.533,0.0413,0.8490000000000001,0.138,145.10399999999998,194848.0,0.27399999999999997,A#/Bb,2019.0,1970.0
1519,161,1,2020-01-10--2020-01-17,Let Me Get Me,5356671,Selena Gomez,28931149.0,0uFForNKQPvgSCnxlZIhQy,dance pop,2020-01-10,2020-01-10--2020-01-17,51.0,0.826,0.5710000000000001,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475,D,2020.0,1970.0
1519,161,1,2020-01-10--2020-01-17,Let Me Get Me,5356671,Selena Gomez,28931149.0,0uFForNKQPvgSCnxlZIhQy, pop,2020-01-10,2020-01-10--2020-01-17,51.0,0.826,0.5710000000000001,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475,D,2020.0,1970.0
1519,161,1,2020-01-10--2020-01-17,Let Me Get Me,5356671,Selena Gomez,28931149.0,0uFForNKQPvgSCnxlZIhQy, post-teen pop,2020-01-10,2020-01-10--2020-01-17,51.0,0.826,0.5710000000000001,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475,D,2020.0,1970.0
1520,166,1,2020-01-10--2020-01-17,A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149.0,4bb94wZVF1cX66vQjNeJTX,dance pop,2020-01-10,2020-01-10--2020-01-17,52.0,0.583,0.777,-6.9910000000000005,0.185,0.109,0.10800000000000001,190.054,263306.0,0.31,A#/Bb,2020.0,1970.0
1520,166,1,2020-01-10--2020-01-17,A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149.0,4bb94wZVF1cX66vQjNeJTX, pop,2020-01-10,2020-01-10--2020-01-17,52.0,0.583,0.777,-6.9910000000000005,0.185,0.109,0.10800000000000001,190.054,263306.0,0.31,A#/Bb,2020.0,1970.0
1520,166,1,2020-01-10--2020-01-17,A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149.0,4bb94wZVF1cX66vQjNeJTX, post-teen pop,2020-01-10,2020-01-10--2020-01-17,52.0,0.583,0.777,-6.9910000000000005,0.185,0.109,0.10800000000000001,190.054,263306.0,0.31,A#/Bb,2020.0,1970.0
1521,131,3,2020-01-03--2020-01-10,Stuck In A Dream (feat. Gunna),5258047,Lil Mosey,3818503.0,7iHHxY2NLlJRAmlAmC4ahQ,melodic rap,2019-11-08,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560.0,0.726,A#/Bb,2019.0,1970.0
1521,131,3,2020-01-03--2020-01-10,Stuck In A Dream (feat. Gunna),5258047,Lil Mosey,3818503.0,7iHHxY2NLlJRAmlAmC4ahQ, rap,2019-11-08,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560.0,0.726,A#/Bb,2019.0,1970.0
1521,131,3,2020-01-03--2020-01-10,Stuck In A Dream (feat. Gunna),5258047,Lil Mosey,3818503.0,7iHHxY2NLlJRAmlAmC4ahQ, rap conscient,2019-11-08,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560.0,0.726,A#/Bb,2019.0,1970.0
1521,131,3,2020-01-03--2020-01-10,Stuck In A Dream (feat. Gunna),5258047,Lil Mosey,3818503.0,7iHHxY2NLlJRAmlAmC4ahQ, trap,2019-11-08,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560.0,0.726,A#/Bb,2019.0,1970.0
1521,131,3,2020-01-03--2020-01-10,Stuck In A Dream (feat. Gunna),5258047,Lil Mosey,3818503.0,7iHHxY2NLlJRAmlAmC4ahQ, vapor trap,2019-11-08,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",73.0,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560.0,0.726,A#/Bb,2019.0,1970.0
1522,138,3,2020-01-03--2020-01-10,Take What You Want (feat. Ozzy Osbourne & Travis Scott),5199618,Post Malone,33663701.0,7CZyCXKG6d5ALeq41sLzbw,dfw rap,2019-09-06,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",75.0,0.499,0.8,-2.665,0.0502,0.0906,0.147,139.91899999999998,229573.0,0.272,C#/Db,2019.0,1970.0
1522,138,3,2020-01-03--2020-01-10,Take What You Want (feat. Ozzy Osbourne & Travis Scott),5199618,Post Malone,33663701.0,7CZyCXKG6d5ALeq41sLzbw, melodic rap,2019-09-06,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",75.0,0.499,0.8,-2.665,0.0502,0.0906,0.147,139.91899999999998,229573.0,0.272,C#/Db,2019.0,1970.0
1522,138,3,2020-01-03--2020-01-10,Take What You Want (feat. Ozzy Osbourne & Travis Scott),5199618,Post Malone,33663701.0,7CZyCXKG6d5ALeq41sLzbw, rap,2019-09-06,"2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",75.0,0.499,0.8,-2.665,0.0502,0.0906,0.147,139.91899999999998,229573.0,0.272,C#/Db,2019.0,1970.0
1523,176,1,2020-01-10--2020-01-17,Tip Toe (feat. A Boogie Wit da Hoodie),5150724,Roddy Ricch,6608815.0,6ztvsy3C6hPjVg9j4x1XKJ,melodic rap,2019-12-06,2020-01-10--2020-01-17,63.0,0.757,0.6729999999999999,-8.513,0.141,0.095,0.33799999999999997,92.958,185806.0,0.574,C#/Db,2019.0,1970.0
1523,176,1,2020-01-10--2020-01-17,Tip Toe (feat. A Boogie Wit da Hoodie),5150724,Roddy Ricch,6608815.0,6ztvsy3C6hPjVg9j4x1XKJ, rap,2019-12-06,2020-01-10--2020-01-17,63.0,0.757,0.6729999999999999,-8.513,0.141,0.095,0.33799999999999997,92.958,185806.0,0.574,C#/Db,2019.0,1970.0
1523,176,1,2020-01-10--2020-01-17,Tip Toe (feat. A Boogie Wit da Hoodie),5150724,Roddy Ricch,6608815.0,6ztvsy3C6hPjVg9j4x1XKJ, trap,2019-12-06,2020-01-10--2020-01-17,63.0,0.757,0.6729999999999999,-8.513,0.141,0.095,0.33799999999999997,92.958,185806.0,0.574,C#/Db,2019.0,1970.0
1524,182,2,2020-01-10--2020-01-17,Start Wit Me (feat. Gunna),5085706,Roddy Ricch,6608815.0,7A20WnLkjtZU2d7hIB6Ziu,melodic rap,2019-12-06,"2020-01-10--2020-01-17
2020-01-03--2020-01-10",68.0,0.8859999999999999,0.479,-8.054,0.33399999999999996,0.077,0.135,130.029,158692.0,0.408,E,2019.0,1970.0
1524,182,2,2020-01-10--2020-01-17,Start Wit Me (feat. Gunna),5085706,Roddy Ricch,6608815.0,7A20WnLkjtZU2d7hIB6Ziu, rap,2019-12-06,"2020-01-10--2020-01-17
2020-01-03--2020-01-10",68.0,0.8859999999999999,0.479,-8.054,0.33399999999999996,0.077,0.135,130.029,158692.0,0.408,E,2019.0,1970.0
1524,182,2,2020-01-10--2020-01-17,Start Wit Me (feat. Gunna),5085706,Roddy Ricch,6608815.0,7A20WnLkjtZU2d7hIB6Ziu, trap,2019-12-06,"2020-01-10--2020-01-17
2020-01-03--2020-01-10",68.0,0.8859999999999999,0.479,-8.054,0.33399999999999996,0.077,0.135,130.029,158692.0,0.408,E,2019.0,1970.0
