Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord,Release Year,year
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, indie cafe pop,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, indie poptimism,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, modern rock,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, pop,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, pop rap,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, post-teen pop,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
873,112,5,2020-09-11--2020-09-18,feel something,5463424,Bea Miller,2396662.0,7JDWhC422Gtk1Bq0mL3OTC, talent show,2019-06-21,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75.0,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161.0,0.156,C,2019.0,1970.0
874,86,8,2020-08-21--2020-08-28,Tap In,5220309,Saweetie,1255573.0,4Hpib09wXgD84w4uwTPnYD,cali rap,2020-06-17,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",73.0,0.9540000000000001,0.696,-7.117000000000001,0.204,0.00576,0.0754,100.036,139413.0,0.43200000000000005,A#/Bb,2020.0,1970.0
874,86,8,2020-08-21--2020-08-28,Tap In,5220309,Saweetie,1255573.0,4Hpib09wXgD84w4uwTPnYD, dance pop,2020-06-17,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",73.0,0.9540000000000001,0.696,-7.117000000000001,0.204,0.00576,0.0754,100.036,139413.0,0.43200000000000005,A#/Bb,2020.0,1970.0
874,86,8,2020-08-21--2020-08-28,Tap In,5220309,Saweetie,1255573.0,4Hpib09wXgD84w4uwTPnYD, pop,2020-06-17,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",73.0,0.9540000000000001,0.696,-7.117000000000001,0.204,0.00576,0.0754,100.036,139413.0,0.43200000000000005,A#/Bb,2020.0,1970.0
874,86,8,2020-08-21--2020-08-28,Tap In,5220309,Saweetie,1255573.0,4Hpib09wXgD84w4uwTPnYD, pop rap,2020-06-17,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",73.0,0.9540000000000001,0.696,-7.117000000000001,0.204,0.00576,0.0754,100.036,139413.0,0.43200000000000005,A#/Bb,2020.0,1970.0
874,86,8,2020-08-21--2020-08-28,Tap In,5220309,Saweetie,1255573.0,4Hpib09wXgD84w4uwTPnYD, trap queen,2020-06-17,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14",73.0,0.9540000000000001,0.696,-7.117000000000001,0.204,0.00576,0.0754,100.036,139413.0,0.43200000000000005,A#/Bb,2020.0,1970.0
875,171,1,2020-09-25--2020-10-02,Pretty Boy (feat. Lil Yachty),5141212,Joji,4759367.0,0f1G5SHFoFC9lO03gHCGVS,alternative r&b,2020-09-25,2020-09-25--2020-10-02,66.0,0.6559999999999999,0.7759999999999999,-6.184,0.0672,0.16,0.37200000000000005,156.049,156759.0,0.638,F#/Gb,2020.0,1970.0
875,171,1,2020-09-25--2020-10-02,Pretty Boy (feat. Lil Yachty),5141212,Joji,4759367.0,0f1G5SHFoFC9lO03gHCGVS, viral pop,2020-09-25,2020-09-25--2020-10-02,66.0,0.6559999999999999,0.7759999999999999,-6.184,0.0672,0.16,0.37200000000000005,156.049,156759.0,0.638,F#/Gb,2020.0,1970.0
876,177,1,2020-09-25--2020-10-02,Afterthought,4977405,"Joji, BENEE",4759367.0,6zvqq50PL7io0rprbkrYc9,alternative r&b,2020-09-25,2020-09-25--2020-10-02,67.0,0.6679999999999999,0.547,-8.024,0.0353,0.39799999999999996,0.0931,83.5,194871.0,0.192,C#/Db,2020.0,1970.0
876,177,1,2020-09-25--2020-10-02,Afterthought,4977405,"Joji, BENEE",4759367.0,6zvqq50PL7io0rprbkrYc9, viral pop,2020-09-25,2020-09-25--2020-10-02,67.0,0.6679999999999999,0.547,-8.024,0.0353,0.39799999999999996,0.0931,83.5,194871.0,0.192,C#/Db,2020.0,1970.0
877,164,4,2020-09-18--2020-09-25,+Linda,4964708,Dalex,,,,,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-08-28--2020-09-04",,,,,,,,,,,,,
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR,dance pop,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR, edm,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR, electro house,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR, house,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR, pop,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR, progressive house,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),4867620,Calvin Harris,21946934.0,58AGoOGbwsQMhBbH0eFLRR, uk dance,2020-08-28,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",72.0,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795.0,0.679,E,2020.0,1970.0
879,14,12,2020-07-10--2020-07-17,Hate The Other Side (with Marshmello & The Kid Laroi),4851997,"Juice WRLD, Polo G",19102888.0,0ada5XsQGLPUVbmTCkAP49,chicago rap,2020-07-10,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17",78.0,0.701,0.65,-6.313,0.10400000000000001,0.29100000000000004,0.11199999999999999,90.00299999999999,160212.0,0.647,F#/Gb,2020.0,1970.0
879,14,12,2020-07-10--2020-07-17,Hate The Other Side (with Marshmello & The Kid Laroi),4851997,"Juice WRLD, Polo G",19102888.0,0ada5XsQGLPUVbmTCkAP49, melodic rap,2020-07-10,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17",78.0,0.701,0.65,-6.313,0.10400000000000001,0.29100000000000004,0.11199999999999999,90.00299999999999,160212.0,0.647,F#/Gb,2020.0,1970.0
880,188,1,2020-09-25--2020-10-02,drunk face,4834258,Machine Gun Kelly,3868320.0,3k0YJnqMKRZb8swo86vCkq,ohio hip hop,2020-09-25,2020-09-25--2020-10-02,72.0,0.691,0.77,-4.578,0.0367,0.0282,0.49700000000000005,90.024,143901.0,0.344,G,2020.0,1970.0
880,188,1,2020-09-25--2020-10-02,drunk face,4834258,Machine Gun Kelly,3868320.0,3k0YJnqMKRZb8swo86vCkq, pop rap,2020-09-25,2020-09-25--2020-10-02,72.0,0.691,0.77,-4.578,0.0367,0.0282,0.49700000000000005,90.024,143901.0,0.344,G,2020.0,1970.0
881,76,17,2020-06-26--2020-07-03,Tak Tiki Tak,4761286,Harry Nach,134339.0,7gwwt1IaAWwmB7af0AcuBM,trap chileno,2020-07-10,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12",71.0,0.8009999999999999,0.579,-4.78,0.0813,0.33299999999999996,0.172,99.994,212406.0,0.231,B,2020.0,1970.0
881,76,17,2020-06-26--2020-07-03,Tak Tiki Tak,4761286,Harry Nach,134339.0,7gwwt1IaAWwmB7af0AcuBM, trap latino,2020-07-10,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12",71.0,0.8009999999999999,0.579,-4.78,0.0813,0.33299999999999996,0.172,99.994,212406.0,0.231,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC,canadian hip hop,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, canadian trap,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, melodic rap,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, pop rap,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, r&b,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, rap,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, toronto rap,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,4745752,Jack Harlow,3828418.0,2MbdDtCv5LUVjYy9RuGTgC, trap,2020-06-24,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07",80.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,2020.0,1970.0
883,143,7,2020-08-28--2020-09-04,Money Trees,4632724,"Kendrick Lamar, Jay Rock",17931101.0,2HbKqm4o0w5wEeEFXm2sD4,conscious hip hop,2012,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21",75.0,0.716,0.531,-7.355,0.122,0.0703,0.22399999999999998,71.994,386907.0,0.344,G,2012.0,1970.0
883,143,7,2020-08-28--2020-09-04,Money Trees,4632724,"Kendrick Lamar, Jay Rock",17931101.0,2HbKqm4o0w5wEeEFXm2sD4, hip hop,2012,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21",75.0,0.716,0.531,-7.355,0.122,0.0703,0.22399999999999998,71.994,386907.0,0.344,G,2012.0,1970.0
883,143,7,2020-08-28--2020-09-04,Money Trees,4632724,"Kendrick Lamar, Jay Rock",17931101.0,2HbKqm4o0w5wEeEFXm2sD4, rap,2012,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21",75.0,0.716,0.531,-7.355,0.122,0.0703,0.22399999999999998,71.994,386907.0,0.344,G,2012.0,1970.0
883,143,7,2020-08-28--2020-09-04,Money Trees,4632724,"Kendrick Lamar, Jay Rock",17931101.0,2HbKqm4o0w5wEeEFXm2sD4, west coast rap,2012,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21",75.0,0.716,0.531,-7.355,0.122,0.0703,0.22399999999999998,71.994,386907.0,0.344,G,2012.0,1970.0
884,65,5,2020-08-28--2020-09-04,Blastoff (feat. Juice Wrld & Trippie Redd),4628159,"Internet Money, Diplo",412466.0,2rFsFjq0D9JAmc0APpCO6P,pop rap,2020-08-29,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",70.0,0.7609999999999999,0.517,-6.916,0.0927,0.114,0.157,147.912,174730.0,0.46,F,2020.0,1970.0
884,65,5,2020-08-28--2020-09-04,Blastoff (feat. Juice Wrld & Trippie Redd),4628159,"Internet Money, Diplo",412466.0,2rFsFjq0D9JAmc0APpCO6P, rap,2020-08-29,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",70.0,0.7609999999999999,0.517,-6.916,0.0927,0.114,0.157,147.912,174730.0,0.46,F,2020.0,1970.0
884,65,5,2020-08-28--2020-09-04,Blastoff (feat. Juice Wrld & Trippie Redd),4628159,"Internet Money, Diplo",412466.0,2rFsFjq0D9JAmc0APpCO6P, trap,2020-08-29,"2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",70.0,0.7609999999999999,0.517,-6.916,0.0927,0.114,0.157,147.912,174730.0,0.46,F,2020.0,1970.0
885,148,1,2020-09-18--2020-09-25,September,5329256,"Earth, Wind & Fire",3008916.0,2grjqo0Frpf2okIBiifQKs,disco,1978-11-23,2020-09-18--2020-09-25,80.0,0.6970000000000001,0.8320000000000001,-7.263999999999999,0.0298,0.168,0.26899999999999996,125.926,215093.0,0.9790000000000001,A,1978.0,1970.0
885,148,1,2020-09-18--2020-09-25,September,5329256,"Earth, Wind & Fire",3008916.0,2grjqo0Frpf2okIBiifQKs, funk,1978-11-23,2020-09-18--2020-09-25,80.0,0.6970000000000001,0.8320000000000001,-7.263999999999999,0.0298,0.168,0.26899999999999996,125.926,215093.0,0.9790000000000001,A,1978.0,1970.0
